05_L1_t_PAC1;05_L1_I_PAC1;05_L1_t_K3;05_L1_I_K3;05_L1_t_PAC2;05_L1_I_PAC2;05_L1_t_Rogowsikeinspeisung;05_L1_I_Rogowsikeinspeisung;05_L1_t_Rogowsikprüfling;05_L1_I_Rogowsikprüfling;05_L2_t_PAC1;05_L2_I_PAC1;05_L2_t_K3;05_L2_I_K3;05_L2_t_PAC2;05_L2_I_PAC2;05_L2_t_Rogowsikeinspeisung;05_L2_I_Rogowsikeinspeisung;05_L2_t_Rogowsikprüfling;05_L2_I_Rogowsikprüfling;05_L3_t_PAC1;05_L3_I_PAC1;05_L3_t_K3;05_L3_I_K3;05_L3_t_PAC2;05_L3_I_PAC2;05_L3_t_Rogowsikeinspeisung;05_L3_I_Rogowsikeinspeisung;05_L3_t_Rogowsikprüfling;05_L3_I_Rogowsikprüfling;20_L1_t_PAC1;20_L1_I_PAC1;20_L1_t_K3;20_L1_I_K3;20_L1_t_PAC2;20_L1_I_PAC2;20_L1_t_Rogowsikeinspeisung;20_L1_I_Rogowsikeinspeisung;20_L1_t_Rogowsikprüfling;20_L1_I_Rogowsikprüfling;20_L2_t_PAC1;20_L2_I_PAC1;20_L2_t_K3;20_L2_I_K3;20_L2_t_PAC2;20_L2_I_PAC2;20_L2_t_Rogowsikeinspeisung;20_L2_I_Rogowsikeinspeisung;20_L2_t_Rogowsikprüfling;20_L2_I_Rogowsikprüfling;20_L3_t_PAC1;20_L3_I_PAC1;20_L3_t_K3;20_L3_I_K3;20_L3_t_PAC2;20_L3_I_PAC2;20_L3_t_Rogowsikeinspeisung;20_L3_I_Rogowsikeinspeisung;20_L3_t_Rogowsikprüfling;20_L3_I_Rogowsikprüfling;50_L1_t_PAC1;50_L1_I_PAC1;50_L1_t_K3;50_L1_I_K3;50_L1_t_PAC2;50_L1_I_PAC2;50_L1_t_Rogowsikeinspeisung;50_L1_I_Rogowsikeinspeisung;50_L1_t_Rogowsikprüfling;50_L1_I_Rogowsikprüfling;50_L2_t_PAC1;50_L2_I_PAC1;50_L2_t_K3;50_L2_I_K3;50_L2_t_PAC2;50_L2_I_PAC2;50_L2_t_Rogowsikeinspeisung;50_L2_I_Rogowsikeinspeisung;50_L2_t_Rogowsikprüfling;50_L2_I_Rogowsikprüfling;50_L3_t_PAC1;50_L3_I_PAC1;50_L3_t_K3;50_L3_I_K3;50_L3_t_PAC2;50_L3_I_PAC2;50_L3_t_Rogowsikeinspeisung;50_L3_I_Rogowsikeinspeisung;50_L3_t_Rogowsikprüfling;50_L3_I_Rogowsikprüfling;80_L1_t_PAC1;80_L1_I_PAC1;80_L1_t_K3;80_L1_I_K3;80_L1_t_PAC2;80_L1_I_PAC2;80_L1_t_Rogowsikeinspeisung;80_L1_I_Rogowsikeinspeisung;80_L1_t_Rogowsikprüfling;80_L1_I_Rogowsikprüfling;80_L2_t_PAC1;80_L2_I_PAC1;80_L2_t_K3;80_L2_I_K3;80_L2_t_PAC2;80_L2_I_PAC2;80_L2_t_Rogowsikeinspeisung;80_L2_I_Rogowsikeinspeisung;80_L2_t_Rogowsikprüfling;80_L2_I_Rogowsikprüfling;80_L3_t_PAC1;80_L3_I_PAC1;80_L3_t_K3;80_L3_I_K3;80_L3_t_PAC2;80_L3_I_PAC2;80_L3_t_Rogowsikeinspeisung;80_L3_I_Rogowsikeinspeisung;80_L3_t_Rogowsikprüfling;80_L3_I_Rogowsikprüfling;90_L1_t_PAC1;90_L1_I_PAC1;90_L1_t_K3;90_L1_I_K3;90_L1_t_PAC2;90_L1_I_PAC2;90_L1_t_Rogowsikeinspeisung;90_L1_I_Rogowsikeinspeisung;90_L1_t_Rogowsikprüfling;90_L1_I_Rogowsikprüfling;90_L2_t_PAC1;90_L2_I_PAC1;90_L2_t_K3;90_L2_I_K3;90_L2_t_PAC2;90_L2_I_PAC2;90_L2_t_Rogowsikeinspeisung;90_L2_I_Rogowsikeinspeisung;90_L2_t_Rogowsikprüfling;90_L2_I_Rogowsikprüfling;90_L3_t_PAC1;90_L3_I_PAC1;90_L3_t_K3;90_L3_I_K3;90_L3_t_PAC2;90_L3_I_PAC2;90_L3_t_Rogowsikeinspeisung;90_L3_I_Rogowsikeinspeisung;90_L3_t_Rogowsikprüfling;90_L3_I_Rogowsikprüfling;100_L1_t_PAC1;100_L1_I_PAC1;100_L1_t_K3;100_L1_I_K3;100_L1_t_PAC2;100_L1_I_PAC2;100_L1_t_Rogowsikeinspeisung;100_L1_I_Rogowsikeinspeisung;100_L1_t_Rogowsikprüfling;100_L1_I_Rogowsikprüfling;100_L2_t_PAC1;100_L2_I_PAC1;100_L2_t_K3;100_L2_I_K3;100_L2_t_PAC2;100_L2_I_PAC2;100_L2_t_Rogowsikeinspeisung;100_L2_I_Rogowsikeinspeisung;100_L2_t_Rogowsikprüfling;100_L2_I_Rogowsikprüfling;100_L3_t_PAC1;100_L3_I_PAC1;100_L3_t_K3;100_L3_I_K3;100_L3_t_PAC2;100_L3_I_PAC2;100_L3_t_Rogowsikeinspeisung;100_L3_I_Rogowsikeinspeisung;100_L3_t_Rogowsikprüfling;100_L3_I_Rogowsikprüfling;120_L1_t_PAC1;120_L1_I_PAC1;120_L1_t_K3;120_L1_I_K3;120_L1_t_PAC2;120_L1_I_PAC2;120_L1_t_Rogowsikeinspeisung;120_L1_I_Rogowsikeinspeisung;120_L1_t_Rogowsikprüfling;120_L1_I_Rogowsikprüfling;120_L2_t_PAC1;120_L2_I_PAC1;120_L2_t_K3;120_L2_I_K3;120_L2_t_PAC2;120_L2_I_PAC2;120_L2_t_Rogowsikeinspeisung;120_L2_I_Rogowsikeinspeisung;120_L2_t_Rogowsikprüfling;120_L2_I_Rogowsikprüfling;120_L3_t_PAC1;120_L3_I_PAC1;120_L3_t_K3;120_L3_I_K3;120_L3_t_PAC2;120_L3_I_PAC2;120_L3_t_Rogowsikeinspeisung;120_L3_I_Rogowsikeinspeisung;120_L3_t_Rogowsikprüfling;120_L3_I_Rogowsikprüfling
532;201.097564697266;532;200.52082824707;532;201.106414794922;532;193.865753173828;532;0.0;532;200.438339233398;532;193.576385498047;532;201.101913452148;532;206.886566162109;532;0.0;532;202.103469848633;532;187.5;532;202.504837036133;532;193.865753173828;532;0.0;532;806.283752441406;532;802.951354980469;532;804.905822753906;532;794.270874023438;532;0.0;532;787.0751953125;532;774.305541992188;532;788.072082519531;532;798.611145019531;532;0.0;532;801.2216796875;532;779.513854980469;532;801.388122558594;532;794.270874023438;532;0.0;532;2011.98779296875;532;2023.4375;532;2007.2314453125;532;1992.1875;532;0.0;532;2008.07934570313;532;1999.13195800781;532;2009.08825683594;532;2025.46301269531;532;0.0;532;2014.26647949219;532;1999.13195800781;532;2013.17553710938;532;1992.1875;532;0.0;532;3218.80395507813;532;3238.71508789063;532;3212.333984375;532;3187.21044921875;532;0.0;532;3204.23461914063;532;3197.04858398438;532;3206.248046875;532;3227.71997070313;532;0.0;532;3196.35961914063;532;3183.15991210938;532;3193.87377929688;532;3187.21044921875;532;0.0;532;3606.12377929688;532;3631.94458007813;532;3598.42993164063;532;3572.04858398438;532;0.0;532;3605.19458007813;532;3597.22216796875;532;3606.64868164063;532;3632.8125;532;0.0;532;3586.4287109375;532;3573.78466796875;532;3583.56909179688;532;3572.04858398438;532;0.0;532;3995.27075195313;532;4023.4375;532;3987.5966796875;532;3955.43994140625;532;0.0;532;3985.33227539063;532;3978.29858398438;532;3986.39477539063;532;4191.26171875;532;0.0;532;4010.1416015625;532;3997.39575195313;532;4377.73486328125;532;3955.43994140625;532;0.0;532;4802.52392578125;532;4835.0693359375;532;4789.36083984375;532;4755.49755859375;532;0.0;532;4807.4599609375;532;4797.7431640625;532;4795.81396484375;532;5041.95654296875;532;0.0;532;4784.4169921875;532;4771.701171875;532;5127.25830078125;532;4755.49755859375;532;0.0
533;201.128021240234;533;200.52082824707;533;201.11393737793;533;193.865753173828;533;0.0;533;200.468139648438;533;193.576385498047;533;201.090576171875;533;219.907409667969;533;0.0;533;202.103469848633;533;187.5;533;202.476791381836;533;193.865753173828;533;0.0;533;806.519226074219;533;802.951354980469;533;805.126342773438;533;794.270874023438;533;0.0;533;787.181579589844;533;774.305541992188;533;788.211120605469;533;798.611145019531;533;0.0;533;801.106079101563;533;779.513854980469;533;801.170349121094;533;794.270874023438;533;0.0;533;2011.89184570313;533;2023.4375;533;2007.00256347656;533;1990.74072265625;533;0.0;533;2008.23034667969;533;1999.13195800781;533;2009.16723632813;533;2026.90979003906;533;0.0;533;2014.17736816406;533;1999.13195800781;533;2013.15563964844;533;1990.74072265625;533;0.0;533;3219.41528320313;533;3239.58349609375;533;3212.1044921875;533;3187.21044921875;533;0.0;533;3204.48388671875;533;3197.04858398438;533;3206.40209960938;533;3227.71997070313;533;0.0;533;3196.8369140625;533;3183.15991210938;533;3194.19311523438;533;3187.21044921875;533;0.0;533;3606.71728515625;533;3630.20825195313;533;3599.05151367188;533;3572.04858398438;533;0.0;533;3605.45385742188;533;3597.22216796875;533;3607.091796875;533;3632.8125;533;0.0;533;3586.3310546875;533;3572.04858398438;533;3583.2783203125;533;3572.04858398438;533;0.0;533;3995.8212890625;533;4023.4375;533;3987.5966796875;533;3955.43994140625;533;0.0;533;3985.728515625;533;3977.4306640625;533;3986.77978515625;533;4191.26171875;533;0.0;533;4010.9921875;533;3997.39575195313;533;4377.857421875;533;3955.43994140625;533;0.0;533;4803.6591796875;533;4835.0693359375;533;4789.36083984375;533;4754.05078125;533;0.0;533;4807.95751953125;533;4797.7431640625;533;4796.359375;533;5043.40283203125;533;0.0;533;4784.58740234375;533;4771.701171875;533;5132.8427734375;533;4754.05078125;533;0.0
534;201.063201904297;534;200.52082824707;534;201.069732666016;534;193.865753173828;534;0.0;534;200.459426879883;534;193.576385498047;534;200.980972290039;534;219.907409667969;534;0.0;534;202.02766418457;534;187.5;534;202.373962402344;534;193.865753173828;534;0.0;534;806.242004394531;534;802.951354980469;534;804.80029296875;534;794.270874023438;534;0.0;534;787.213684082031;534;774.305541992188;534;788.22900390625;534;797.164367675781;534;0.0;534;800.890319824219;534;779.513854980469;534;801.044128417969;534;794.270874023438;534;0.0;534;2011.02905273438;534;2023.4375;534;2006.25085449219;534;1990.74072265625;534;0.0;534;2008.02368164063;534;1999.13195800781;534;2009.22009277344;534;2026.90979003906;534;0.0;534;2014.15490722656;534;1998.26391601563;534;2013.09008789063;534;1990.74072265625;534;0.0;534;3218.70947265625;534;3239.58349609375;534;3211.4814453125;534;3187.21044921875;534;0.0;534;3204.5771484375;534;3197.04858398438;534;3206.40209960938;534;3229.16650390625;534;0.0;534;3197.0341796875;534;3183.15991210938;534;3194.19311523438;534;3187.21044921875;534;0.0;534;3607.68530273438;534;3631.076171875;534;3600.08251953125;534;3570.60205078125;534;0.0;534;3605.67504882813;534;3597.22216796875;534;3607.10693359375;534;3632.8125;534;0.0;534;3586.34912109375;534;3572.91674804688;534;3583.7197265625;534;3570.60205078125;534;0.0;534;3995.98022460938;534;4022.5693359375;534;3987.982421875;534;3961.22705078125;534;0.0;534;3985.474609375;534;3978.29858398438;534;3985.54956054688;534;4191.26171875;534;0.0;534;4010.10131835938;534;3997.39575195313;534;4376.63818359375;534;3961.22705078125;534;0.0;534;4803.52099609375;534;4835.9375;534;4789.986328125;534;4754.05078125;534;0.0;534;4808.12109375;534;4798.61083984375;534;4796.0986328125;534;5043.40283203125;534;0.0;534;4783.8359375;534;4773.4375;534;5130.6455078125;534;4754.05078125;534;0.0
535;201.082336425781;535;199.652770996094;535;201.068557739258;535;193.865753173828;535;0.0;535;200.420959472656;535;193.576385498047;535;200.980972290039;535;206.886566162109;535;0.0;535;202.02766418457;535;187.5;535;202.373962402344;535;193.865753173828;535;0.0;535;806.183532714844;535;802.951354980469;535;804.795166015625;535;794.270874023438;535;0.0;535;787.213684082031;535;774.305541992188;535;788.236206054688;535;797.164367675781;535;0.0;535;801.071166992188;535;779.513854980469;535;801.05419921875;535;794.270874023438;535;0.0;535;2011.0322265625;535;2022.56945800781;535;2006.52697753906;535;1989.2939453125;535;0.0;535;2007.87048339844;535;1999.13195800781;535;2008.74609375;535;2026.90979003906;535;0.0;535;2013.783203125;535;1998.26391601563;535;2012.77905273438;535;1989.2939453125;535;0.0;535;3218.0439453125;535;3237.84716796875;535;3210.66796875;535;3187.21044921875;535;0.0;535;3204.56103515625;535;3196.1806640625;535;3206.70141601563;535;3229.16650390625;535;0.0;535;3197.69775390625;535;3183.15991210938;535;3195.05859375;535;3187.21044921875;535;0.0;535;3607.80981445313;535;3631.94458007813;535;3599.8564453125;535;3570.60205078125;535;0.0;535;3605.39697265625;535;3597.22216796875;535;3607.65869140625;535;3632.8125;535;0.0;535;3587.388671875;535;3572.91674804688;535;3584.62719726563;535;3570.60205078125;535;0.0;535;3996.14208984375;535;4025.17358398438;535;3987.92919921875;535;3961.22705078125;535;0.0;535;3985.56567382813;535;3978.29858398438;535;3985.84790039063;535;4191.26171875;535;0.0;535;4009.12231445313;535;3997.39575195313;535;4375.8515625;535;3961.22705078125;535;0.0;535;4803.65185546875;535;4835.0693359375;535;4789.986328125;535;4755.49755859375;535;0.0;535;4808.22998046875;535;4798.61083984375;535;4796.8369140625;535;5041.95654296875;535;0.0;535;4784.525390625;535;4771.701171875;535;5131.927734375;535;4755.49755859375;535;0.0
536;201.072082519531;536;200.52082824707;536;201.032348632813;536;193.865753173828;536;0.0;536;200.420959472656;536;193.576385498047;536;201.011215209961;536;206.886566162109;536;0.0;536;202.092086791992;536;187.5;536;202.476303100586;536;193.865753173828;536;0.0;536;806.340148925781;536;802.951354980469;536;804.8798828125;536;794.270874023438;536;0.0;536;787.19775390625;536;774.305541992188;536;788.280883789063;536;798.611145019531;536;0.0;536;800.947998046875;536;779.513854980469;536;801.101257324219;536;794.270874023438;536;0.0;536;2011.36193847656;536;2022.56945800781;536;2006.48718261719;536;1989.2939453125;536;0.0;536;2007.90368652344;536;1999.13195800781;536;2008.88562011719;536;2026.90979003906;536;0.0;536;2014.03845214844;536;1998.26391601563;536;2013.01123046875;536;1989.2939453125;536;0.0;536;3219.08935546875;536;3240.45141601563;536;3211.45556640625;536;3187.21044921875;536;0.0;536;3204.25952148438;536;3197.04858398438;536;3207.08520507813;536;3227.71997070313;536;0.0;536;3197.82202148438;536;3184.02783203125;536;3194.82958984375;536;3187.21044921875;536;0.0;536;3606.27416992188;536;3631.94458007813;536;3598.53295898438;536;3570.60205078125;536;0.0;536;3605.0908203125;536;3597.22216796875;536;3607.5712890625;536;3632.8125;536;0.0;536;3587.41064453125;536;3572.91674804688;536;3583.98266601563;536;3570.60205078125;536;0.0;536;3995.98120117188;536;4023.4375;536;3987.53051757813;536;4186.92138671875;536;0.0;536;3986.11791992188;536;3977.4306640625;536;3987.12426757813;536;4191.26171875;536;0.0;536;4010.41528320313;536;3998.26391601563;536;4376.9423828125;536;4186.92138671875;536;0.0;536;4804.01611328125;536;4835.0693359375;536;4791.03759765625;536;4755.49755859375;536;0.0;536;4808.3291015625;536;4798.61083984375;536;4797.0185546875;536;5041.95654296875;536;0.0;536;4784.908203125;536;4771.701171875;536;5131.2275390625;536;4755.49755859375;536;0.0
537;201.038757324219;537;199.652770996094;537;201.048950195313;537;193.865753173828;537;0.0;537;200.330383300781;537;193.576385498047;537;201.011215209961;537;205.439819335938;537;0.0;537;202.114288330078;537;186.631942749023;537;202.476303100586;537;193.865753173828;537;0.0;537;806.340148925781;537;802.951354980469;537;805.041198730469;537;794.270874023438;537;0.0;537;787.191467285156;537;774.305541992188;537;788.387817382813;537;798.611145019531;537;0.0;537;801.068969726563;537;778.645812988281;537;801.178161621094;537;794.270874023438;537;0.0;537;2011.09484863281;537;2022.56945800781;537;2006.15600585938;537;1989.2939453125;537;0.0;537;2008.03466796875;537;1998.26391601563;537;2008.70776367188;537;2026.90979003906;537;0.0;537;2013.82360839844;537;1998.26391601563;537;2012.67907714844;537;1989.2939453125;537;0.0;537;3218.7333984375;537;3240.45141601563;537;3211.45556640625;537;3187.21044921875;537;0.0;537;3205.208984375;537;3197.04858398438;537;3207.01489257813;537;3227.71997070313;537;0.0;537;3197.83374023438;537;3184.02783203125;537;3195.40771484375;537;3187.21044921875;537;0.0;537;3606.17578125;537;3631.076171875;537;3598.642578125;537;3570.60205078125;537;0.0;537;3605.09692382813;537;3598.09033203125;537;3587.728515625;537;3632.8125;537;0.0;537;3582.412109375;537;3574.65283203125;537;3576.20385742188;537;3570.60205078125;537;0.0;537;3996.11767578125;537;4022.5693359375;537;3987.94897460938;537;4186.92138671875;537;0.0;537;3985.11547851563;537;3976.5625;537;3986.4404296875;537;4191.26171875;537;0.0;537;4009.0703125;537;3996.52783203125;537;4375.51904296875;537;4186.92138671875;537;0.0;537;4804.33251953125;537;4835.0693359375;537;4789.958984375;537;4756.9443359375;537;0.0;537;4807.9111328125;537;4799.47900390625;537;4796.35791015625;537;5044.849609375;537;0.0;537;4784.47900390625;537;4772.5693359375;537;5135.18701171875;537;4756.9443359375;537;0.0
538;201.038757324219;538;200.52082824707;538;201.000061035156;538;193.865753173828;538;0.0;538;200.330383300781;538;193.576385498047;538;200.932495117188;538;206.886566162109;538;0.0;538;202.034851074219;538;186.631942749023;538;202.380294799805;538;193.865753173828;538;0.0;538;806.230163574219;538;802.951354980469;538;804.7763671875;538;794.270874023438;538;0.0;538;787.163696289063;538;774.305541992188;538;788.415954589844;538;798.611145019531;538;0.0;538;801.032409667969;538;778.645812988281;538;801.113830566406;538;794.270874023438;538;0.0;538;2010.4814453125;538;2022.56945800781;538;2005.73254394531;538;1990.74072265625;538;0.0;538;2007.60437011719;538;1999.13195800781;538;2008.26953125;538;2026.90979003906;538;0.0;538;2013.4423828125;538;1998.26391601563;538;2012.37609863281;538;1990.74072265625;538;0.0;538;3218.43701171875;538;3238.71508789063;538;3211.61499023438;538;3187.21044921875;538;0.0;538;3204.85668945313;538;3197.04858398438;538;3207.36108398438;538;3229.16650390625;538;0.0;538;3197.79663085938;538;3184.02783203125;538;3195.3134765625;538;3187.21044921875;538;0.0;538;3607.36694335938;538;3631.076171875;538;3599.56518554688;538;3572.04858398438;538;0.0;538;3605.91772460938;538;3598.09033203125;538;3563.6884765625;538;3632.8125;538;0.0;538;3575.32080078125;538;3574.65283203125;538;3571.14868164063;538;3572.04858398438;538;0.0;538;3996.853515625;538;4024.3056640625;538;3988.45825195313;538;3959.78002929688;538;0.0;538;3984.7412109375;538;3978.29858398438;538;3986.6337890625;538;4189.81494140625;538;0.0;538;4009.3828125;538;3998.26391601563;538;4375.64599609375;538;3959.78002929688;538;0.0;538;4804.119140625;538;4835.9375;538;4790.57080078125;538;4756.9443359375;538;0.0;538;4808.5927734375;538;4799.47900390625;538;4796.86474609375;538;5044.849609375;538;0.0;538;4784.146484375;538;4773.4375;538;5133.90283203125;538;4756.9443359375;538;0.0
539;200.972076416016;539;199.652770996094;539;200.95947265625;539;193.865753173828;539;0.0;539;200.367050170898;539;193.576385498047;539;200.923187255859;539;206.886566162109;539;0.0;539;202.049743652344;539;187.5;539;202.473159790039;539;193.865753173828;539;0.0;539;806.074768066406;539;802.951354980469;539;804.666748046875;539;794.270874023438;539;0.0;539;787.216430664063;539;774.305541992188;539;788.367065429688;539;797.164367675781;539;0.0;539;800.970825195313;539;779.513854980469;539;801.05078125;539;794.270874023438;539;0.0;539;2010.60266113281;539;2021.70141601563;539;2005.91516113281;539;1990.74072265625;539;0.0;539;2007.83117675781;539;1998.26391601563;539;2008.41064453125;539;2025.46301269531;539;0.0;539;2013.46203613281;539;1998.26391601563;539;2012.55554199219;539;1990.74072265625;539;0.0;539;3219.4052734375;539;3238.71508789063;539;3211.61499023438;539;3187.21044921875;539;0.0;539;3204.89038085938;539;3197.04858398438;539;3206.29760742188;539;3229.16650390625;539;0.0;539;3196.9248046875;539;3184.89575195313;539;3194.1171875;539;3187.21044921875;539;0.0;539;3607.33422851563;539;3633.68041992188;539;3599.55224609375;539;3572.04858398438;539;0.0;539;3605.94604492188;539;3594.6181640625;539;3564.71752929688;539;3632.8125;539;0.0;539;3575.32080078125;539;3572.91674804688;539;3572.09692382813;539;3572.04858398438;539;0.0;539;3995.8642578125;539;4024.3056640625;539;3987.51782226563;539;3958.33349609375;539;0.0;539;3986.15576171875;539;3978.29858398438;539;3987.51147460938;539;4189.81494140625;539;0.0;539;4009.55517578125;539;3995.65966796875;539;4376.2548828125;539;3958.33349609375;539;0.0;539;4803.53466796875;539;4835.9375;539;4790.10302734375;539;4756.9443359375;539;0.0;539;4808.9130859375;539;4798.61083984375;539;4796.17529296875;539;5041.95654296875;539;0.0;539;4784.4658203125;539;4772.5693359375;539;5131.22314453125;539;4756.9443359375;539;0.0
540;200.972076416016;540;199.652770996094;540;200.95947265625;540;193.865753173828;540;0.0;540;200.353454589844;540;193.576385498047;540;200.934432983398;540;206.886566162109;540;0.0;540;202.060409545898;540;187.5;540;202.419097900391;540;193.865753173828;540;0.0;540;806.290283203125;540;802.951354980469;540;805.000854492188;540;794.270874023438;540;0.0;540;787.344116210938;540;774.305541992188;540;788.375427246094;540;797.164367675781;540;0.0;540;800.905700683594;540;779.513854980469;540;801.080261230469;540;794.270874023438;540;0.0;540;2010.68359375;540;2021.70141601563;540;2005.98620605469;540;1990.74072265625;540;0.0;540;2007.607421875;540;1998.26391601563;540;2007.9453125;540;2025.46301269531;540;0.0;540;2012.93078613281;540;1997.39587402344;540;2011.70629882813;540;1990.74072265625;540;0.0;540;3219.51293945313;540;3240.45141601563;540;3211.9033203125;540;3187.21044921875;540;0.0;540;3205.29516601563;540;3197.91674804688;540;3206.39697265625;540;3230.61352539063;540;0.0;540;3196.07299804688;540;3184.89575195313;540;3193.361328125;540;3187.21044921875;540;0.0;540;3606.92700195313;540;3623.26391601563;540;3598.91015625;540;3569.15502929688;540;0.0;540;3596.91772460938;540;3552.95141601563;540;3564.32788085938;540;3624.13208007813;540;0.0;540;3575.23706054688;540;3561.63208007813;540;3572.49438476563;540;3569.15502929688;540;0.0;540;3995.37670898438;540;4022.5693359375;540;3987.42358398438;540;3955.43994140625;540;0.0;540;3985.6796875;540;3978.29858398438;540;3988.21313476563;540;4192.70849609375;540;0.0;540;4010.91674804688;540;3996.52783203125;540;4377.34326171875;540;3955.43994140625;540;0.0;540;4804.27783203125;540;4835.9375;540;4791.1591796875;540;4756.9443359375;540;0.0;540;4808.42578125;540;4798.61083984375;540;4796.314453125;540;5041.95654296875;540;0.0;540;4784.05859375;540;4772.5693359375;540;5135.1435546875;540;4756.9443359375;540;0.0
541;200.997741699219;541;199.652770996094;541;200.999649047852;541;193.865753173828;541;0.0;541;200.286392211914;541;193.576385498047;541;200.900024414063;541;206.886566162109;541;0.0;541;202.005905151367;541;186.631942749023;541;202.371627807617;541;193.865753173828;541;0.0;541;806.184143066406;541;802.951354980469;541;804.83837890625;541;794.270874023438;541;0.0;541;787.383544921875;541;774.305541992188;541;788.565246582031;541;797.164367675781;541;0.0;541;801.279968261719;541;779.513854980469;541;801.481323242188;541;794.270874023438;541;0.0;541;2010.70166015625;541;2021.70141601563;541;2005.94262695313;541;1989.2939453125;541;0.0;541;2007.06909179688;541;1998.26391601563;541;2008.216796875;541;2025.46301269531;541;0.0;541;2013.06677246094;541;1997.39587402344;541;2011.96411132813;541;1989.2939453125;541;0.0;541;3218.07592773438;541;3240.45141601563;541;3210.96142578125;541;3187.21044921875;541;0.0;541;3205.55029296875;541;3197.91674804688;541;3205.99243164063;541;3230.61352539063;541;0.0;541;3195.62280273438;541;3184.89575195313;541;3193.01977539063;541;3187.21044921875;541;0.0;541;3606.8876953125;541;3620.65966796875;541;3599.634765625;541;3569.15502929688;541;0.0;541;3562.47192382813;541;3553.8193359375;541;3563.41650390625;541;3622.68505859375;541;0.0;541;3575.54223632813;541;3562.5;541;3572.513671875;541;3569.15502929688;541;0.0;541;3996.56665039063;541;4022.5693359375;541;3988.60473632813;541;3955.43994140625;541;0.0;541;3985.70385742188;541;3979.16650390625;541;3986.734375;541;4192.70849609375;541;0.0;541;4011.10864257813;541;3995.65966796875;541;4377.40380859375;541;3955.43994140625;541;0.0;541;4805.0205078125;541;4836.8056640625;541;4790.849609375;541;4756.9443359375;541;0.0;541;4808.13525390625;541;4799.47900390625;541;4796.0205078125;541;5041.95654296875;541;0.0;541;4784.736328125;541;4772.5693359375;541;5135.3623046875;541;4756.9443359375;541;0.0
542;200.954116821289;542;199.652770996094;542;200.999649047852;542;193.865753173828;542;0.0;542;200.295944213867;542;193.576385498047;542;200.903854370117;542;206.886566162109;542;0.0;542;202.007217407227;542;186.631942749023;542;202.38639831543;542;193.865753173828;542;0.0;542;806.251220703125;542;802.951354980469;542;804.844970703125;542;794.270874023438;542;0.0;542;787.249389648438;542;774.305541992188;542;788.559936523438;542;798.611145019531;542;0.0;542;801.351257324219;542;778.645812988281;542;801.375427246094;542;794.270874023438;542;0.0;542;2009.93103027344;542;2021.70141601563;542;2005.04663085938;542;1989.2939453125;542;0.0;542;2007.17834472656;542;1997.39587402344;542;2007.4873046875;542;2024.01623535156;542;0.0;542;2012.99572753906;542;1997.39587402344;542;2011.95434570313;542;1989.2939453125;542;0.0;542;3219.03344726563;542;3238.71508789063;542;3211.5576171875;542;3187.21044921875;542;0.0;542;3204.66259765625;542;3196.1806640625;542;3206.45751953125;542;3230.61352539063;542;0.0;542;3196.76391601563;542;3183.15991210938;542;3193.84106445313;542;3187.21044921875;542;0.0;542;3607.36791992188;542;3620.65966796875;542;3597.58349609375;542;3559.02783203125;542;0.0;542;3562.47192382813;542;3553.8193359375;542;3564.15869140625;542;3587.962890625;542;0.0;542;3575.55322265625;542;3561.63208007813;542;3572.71459960938;542;3559.02783203125;542;0.0;542;3995.84594726563;542;4022.5693359375;542;3988.0400390625;542;3955.43994140625;542;0.0;542;3986.24780273438;542;3979.16650390625;542;3986.68334960938;542;4192.70849609375;542;0.0;542;4011.546875;542;3997.39575195313;542;4378.4169921875;542;3955.43994140625;542;0.0;542;4804.89306640625;542;4835.0693359375;542;4791.3212890625;542;4756.9443359375;542;0.0;542;4808.671875;542;4798.61083984375;542;4795.9052734375;542;5041.95654296875;542;0.0;542;4783.84423828125;542;4771.701171875;542;5136.2421875;542;4756.9443359375;542;0.0
