05_L1_t_PAC1;05_L1_I_PAC1;05_L1_t_K3;05_L1_I_K3;05_L1_t_PAC2;05_L1_I_PAC2;05_L1_t_Rogowsikeinspeisung;05_L1_I_Rogowsikeinspeisung;05_L1_t_Rogowsikprüfling;05_L1_I_Rogowsikprüfling;05_L2_t_PAC1;05_L2_I_PAC1;05_L2_t_K3;05_L2_I_K3;05_L2_t_PAC2;05_L2_I_PAC2;05_L2_t_Rogowsikeinspeisung;05_L2_I_Rogowsikeinspeisung;05_L2_t_Rogowsikprüfling;05_L2_I_Rogowsikprüfling;05_L3_t_PAC1;05_L3_I_PAC1;05_L3_t_K3;05_L3_I_K3;05_L3_t_PAC2;05_L3_I_PAC2;05_L3_t_Rogowsikeinspeisung;05_L3_I_Rogowsikeinspeisung;05_L3_t_Rogowsikprüfling;05_L3_I_Rogowsikprüfling;20_L1_t_PAC1;20_L1_I_PAC1;20_L1_t_K3;20_L1_I_K3;20_L1_t_PAC2;20_L1_I_PAC2;20_L1_t_Rogowsikeinspeisung;20_L1_I_Rogowsikeinspeisung;20_L1_t_Rogowsikprüfling;20_L1_I_Rogowsikprüfling;20_L2_t_PAC1;20_L2_I_PAC1;20_L2_t_K3;20_L2_I_K3;20_L2_t_PAC2;20_L2_I_PAC2;20_L2_t_Rogowsikeinspeisung;20_L2_I_Rogowsikeinspeisung;20_L2_t_Rogowsikprüfling;20_L2_I_Rogowsikprüfling;20_L3_t_PAC1;20_L3_I_PAC1;20_L3_t_K3;20_L3_I_K3;20_L3_t_PAC2;20_L3_I_PAC2;20_L3_t_Rogowsikeinspeisung;20_L3_I_Rogowsikeinspeisung;20_L3_t_Rogowsikprüfling;20_L3_I_Rogowsikprüfling;50_L1_t_PAC1;50_L1_I_PAC1;50_L1_t_K3;50_L1_I_K3;50_L1_t_PAC2;50_L1_I_PAC2;50_L1_t_Rogowsikeinspeisung;50_L1_I_Rogowsikeinspeisung;50_L1_t_Rogowsikprüfling;50_L1_I_Rogowsikprüfling;50_L2_t_PAC1;50_L2_I_PAC1;50_L2_t_K3;50_L2_I_K3;50_L2_t_PAC2;50_L2_I_PAC2;50_L2_t_Rogowsikeinspeisung;50_L2_I_Rogowsikeinspeisung;50_L2_t_Rogowsikprüfling;50_L2_I_Rogowsikprüfling;50_L3_t_PAC1;50_L3_I_PAC1;50_L3_t_K3;50_L3_I_K3;50_L3_t_PAC2;50_L3_I_PAC2;50_L3_t_Rogowsikeinspeisung;50_L3_I_Rogowsikeinspeisung;50_L3_t_Rogowsikprüfling;50_L3_I_Rogowsikprüfling;80_L1_t_PAC1;80_L1_I_PAC1;80_L1_t_K3;80_L1_I_K3;80_L1_t_PAC2;80_L1_I_PAC2;80_L1_t_Rogowsikeinspeisung;80_L1_I_Rogowsikeinspeisung;80_L1_t_Rogowsikprüfling;80_L1_I_Rogowsikprüfling;80_L2_t_PAC1;80_L2_I_PAC1;80_L2_t_K3;80_L2_I_K3;80_L2_t_PAC2;80_L2_I_PAC2;80_L2_t_Rogowsikeinspeisung;80_L2_I_Rogowsikeinspeisung;80_L2_t_Rogowsikprüfling;80_L2_I_Rogowsikprüfling;80_L3_t_PAC1;80_L3_I_PAC1;80_L3_t_K3;80_L3_I_K3;80_L3_t_PAC2;80_L3_I_PAC2;80_L3_t_Rogowsikeinspeisung;80_L3_I_Rogowsikeinspeisung;80_L3_t_Rogowsikprüfling;80_L3_I_Rogowsikprüfling;90_L1_t_PAC1;90_L1_I_PAC1;90_L1_t_K3;90_L1_I_K3;90_L1_t_PAC2;90_L1_I_PAC2;90_L1_t_Rogowsikeinspeisung;90_L1_I_Rogowsikeinspeisung;90_L1_t_Rogowsikprüfling;90_L1_I_Rogowsikprüfling;90_L2_t_PAC1;90_L2_I_PAC1;90_L2_t_K3;90_L2_I_K3;90_L2_t_PAC2;90_L2_I_PAC2;90_L2_t_Rogowsikeinspeisung;90_L2_I_Rogowsikeinspeisung;90_L2_t_Rogowsikprüfling;90_L2_I_Rogowsikprüfling;90_L3_t_PAC1;90_L3_I_PAC1;90_L3_t_K3;90_L3_I_K3;90_L3_t_PAC2;90_L3_I_PAC2;90_L3_t_Rogowsikeinspeisung;90_L3_I_Rogowsikeinspeisung;90_L3_t_Rogowsikprüfling;90_L3_I_Rogowsikprüfling;100_L1_t_PAC1;100_L1_I_PAC1;100_L1_t_K3;100_L1_I_K3;100_L1_t_PAC2;100_L1_I_PAC2;100_L1_t_Rogowsikeinspeisung;100_L1_I_Rogowsikeinspeisung;100_L1_t_Rogowsikprüfling;100_L1_I_Rogowsikprüfling;100_L2_t_PAC1;100_L2_I_PAC1;100_L2_t_K3;100_L2_I_K3;100_L2_t_PAC2;100_L2_I_PAC2;100_L2_t_Rogowsikeinspeisung;100_L2_I_Rogowsikeinspeisung;100_L2_t_Rogowsikprüfling;100_L2_I_Rogowsikprüfling;100_L3_t_PAC1;100_L3_I_PAC1;100_L3_t_K3;100_L3_I_K3;100_L3_t_PAC2;100_L3_I_PAC2;100_L3_t_Rogowsikeinspeisung;100_L3_I_Rogowsikeinspeisung;100_L3_t_Rogowsikprüfling;100_L3_I_Rogowsikprüfling;120_L1_t_PAC1;120_L1_I_PAC1;120_L1_t_K3;120_L1_I_K3;120_L1_t_PAC2;120_L1_I_PAC2;120_L1_t_Rogowsikeinspeisung;120_L1_I_Rogowsikeinspeisung;120_L1_t_Rogowsikprüfling;120_L1_I_Rogowsikprüfling;120_L2_t_PAC1;120_L2_I_PAC1;120_L2_t_K3;120_L2_I_K3;120_L2_t_PAC2;120_L2_I_PAC2;120_L2_t_Rogowsikeinspeisung;120_L2_I_Rogowsikeinspeisung;120_L2_t_Rogowsikprüfling;120_L2_I_Rogowsikprüfling;120_L3_t_PAC1;120_L3_I_PAC1;120_L3_t_K3;120_L3_I_K3;120_L3_t_PAC2;120_L3_I_PAC2;120_L3_t_Rogowsikeinspeisung;120_L3_I_Rogowsikeinspeisung;120_L3_t_Rogowsikprüfling;120_L3_I_Rogowsikprüfling
228;190.318878173828;228;189.236099243164;228;190.345306396484;228;185.185180664063;228;0.0;228;160.051528930664;228;151.04167175293;228;160.622100830078;228;166.377319335938;228;0.0;228;192.506286621094;228;177.08332824707;228;192.915405273438;228;185.185180664063;228;0.0;228;807.445495605469;228;798.611083984375;228;805.853271484375;228;795.717590332031;228;0.0;228;779.033752441406;228;764.756958007813;228;778.662048339844;228;804.398132324219;228;0.0;228;772.678405761719;228;749.131958007813;228;772.840759277344;228;795.717590332031;228;0.0;228;2008.93408203125;228;2016.4931640625;228;2004.3642578125;228;1986.40051269531;228;0.0;228;1995.81237792969;228;1986.11108398438;228;1995.78588867188;228;2021.12268066406;228;0.0;228;1984.00073242188;228;1966.14575195313;228;1982.59375;228;1986.40051269531;228;0.0;228;3191.27294921875;228;3212.673828125;228;3183.7705078125;228;3159.72216796875;228;0.0;228;3204.7197265625;228;3195.3125;228;3205.31396484375;228;3227.71997070313;228;0.0;228;3196.82666015625;228;3184.89575195313;228;3194.53979492188;228;3159.72216796875;228;0.0;228;3598.97314453125;228;3623.26391601563;228;3591.24365234375;228;3564.81494140625;228;0.0;228;3570.623046875;228;3562.5;228;3572.18212890625;228;3599.537109375;228;0.0;228;3603.3720703125;228;3589.40966796875;228;3599.99658203125;228;3564.81494140625;228;0.0;228;4007.58471679688;228;3978.29858398438;228;3998.998046875;228;3940.97216796875;228;0.0;228;4002.82495117188;228;3996.52783203125;228;4006.71899414063;228;4043.69213867188;228;0.0;228;3974.23315429688;228;3961.80541992188;228;4356.7314453125;228;3940.97216796875;228;0.0;228;4806.8515625;228;4843.75;228;4792.98388671875;228;4761.28466796875;228;0.0;228;4822.6025390625;228;4817.70849609375;228;4811.05419921875;228;5062.21044921875;228;0.0;228;4814.5380859375;228;4802.08349609375;228;5168.5625;228;4761.28466796875;228;0.0
229;190.337783813477;229;189.236099243164;229;190.333786010742;229;185.185180664063;229;0.0;229;160.058670043945;229;151.04167175293;229;160.576354980469;229;166.377319335938;229;0.0;229;192.463714599609;229;177.08332824707;229;192.853057861328;229;185.185180664063;229;0.0;229;807.288391113281;229;798.611083984375;229;805.853271484375;229;795.717590332031;229;0.0;229;777.3984375;229;764.756958007813;229;778.485961914063;229;794.270874023438;229;0.0;229;772.960021972656;229;750.0;229;773.127258300781;229;795.717590332031;229;0.0;229;2007.10363769531;229;2016.4931640625;229;2001.71875;229;1983.50695800781;229;0.0;229;1995.06237792969;229;1986.11108398438;229;1996.24267578125;229;2012.44226074219;229;0.0;229;1984.00073242188;229;1966.14575195313;229;1983.25158691406;229;1983.50695800781;229;0.0;229;3191.64135742188;229;3211.80541992188;229;3184.40942382813;229;3159.72216796875;229;0.0;229;3203.71826171875;229;3195.3125;229;3205.09204101563;229;3227.71997070313;229;0.0;229;3197.3466796875;229;3183.15991210938;229;3194.90771484375;229;3159.72216796875;229;0.0;229;3599.18090820313;229;3623.26391601563;229;3591.53588867188;229;3564.81494140625;229;0.0;229;3570.48388671875;229;3562.5;229;3572.48657226563;229;3599.537109375;229;0.0;229;3601.84619140625;229;3589.40966796875;229;3598.83544921875;229;3564.81494140625;229;0.0;229;3988.51440429688;229;3979.16650390625;229;3967.38256835938;229;3940.97216796875;229;0.0;229;4002.9140625;229;3996.52783203125;229;4017.93383789063;229;4043.69213867188;229;0.0;229;4000.9404296875;229;3960.9375;229;4384.82861328125;229;3940.97216796875;229;0.0;229;4807.982421875;229;4843.75;229;4794.359375;229;4759.837890625;229;0.0;229;4823.2548828125;229;4817.70849609375;229;4810.70654296875;229;5062.21044921875;229;0.0;229;4812.49658203125;229;4803.8193359375;229;5168.412109375;229;4759.837890625;229;0.0
230;190.408126831055;230;189.236099243164;230;190.333786010742;230;185.185180664063;230;0.0;230;160.083908081055;230;151.04167175293;230;160.60725402832;230;166.377319335938;230;0.0;230;192.41389465332;230;177.08332824707;230;192.8330078125;230;185.185180664063;230;0.0;230;802.37353515625;230;798.611083984375;230;800.806579589844;230;795.717590332031;230;0.0;230;777.497619628906;230;764.756958007813;230;778.318664550781;230;794.270874023438;230;0.0;230;772.951171875;230;750.0;230;773.121154785156;230;795.717590332031;230;0.0;230;2004.87756347656;230;2017.36108398438;230;2000.27612304688;230;1983.50695800781;230;0.0;230;1994.59387207031;230;1986.11108398438;230;1996.37487792969;230;2012.44226074219;230;0.0;230;1985.111328125;230;1967.01391601563;230;1984.12243652344;230;1983.50695800781;230;0.0;230;3191.88134765625;230;3213.54174804688;230;3184.61474609375;230;3159.72216796875;230;0.0;230;3204.17065429688;230;3196.1806640625;230;3205.58178710938;230;3227.71997070313;230;0.0;230;3197.82275390625;230;3184.02783203125;230;3195.52612304688;230;3159.72216796875;230;0.0;230;3599.27807617188;230;3622.39575195313;230;3592.3154296875;230;3564.81494140625;230;0.0;230;3570.2470703125;230;3561.63208007813;230;3572.248046875;230;3599.537109375;230;0.0;230;3600.91821289063;230;3589.40966796875;230;3598.57202148438;230;3564.81494140625;230;0.0;230;3955.00146484375;230;3976.5625;230;3943.89331054688;230;3913.48388671875;230;0.0;230;4002.49462890625;230;3995.65966796875;230;4017.70776367188;230;4032.11791992188;230;0.0;230;4008.56762695313;230;3961.80541992188;230;4388.0126953125;230;3913.48388671875;230;0.0;230;4808.28759765625;230;4842.8818359375;230;4795.05908203125;230;4764.17822265625;230;0.0;230;4824.05224609375;230;4817.70849609375;230;4810.77685546875;230;5065.1044921875;230;0.0;230;4812.46533203125;230;4802.951171875;230;5166.34814453125;230;4764.17822265625;230;0.0
231;190.376449584961;231;189.236099243164;231;190.397644042969;231;185.185180664063;231;0.0;231;160.060775756836;231;151.04167175293;231;160.678009033203;231;166.377319335938;231;0.0;231;192.478485107422;231;177.08332824707;231;192.897277832031;231;185.185180664063;231;0.0;231;802.374572753906;231;798.611083984375;231;800.806579589844;231;808.738403320313;231;0.0;231;777.585327148438;231;763.888916015625;231;778.529724121094;231;895.544006347656;231;0.0;231;772.919860839844;231;750.0;231;773.007507324219;231;808.738403320313;231;0.0;231;2004.93151855469;231;2017.36108398438;231;2000.43103027344;231;1983.50695800781;231;0.0;231;1994.98840332031;231;1986.97912597656;231;1996.37487792969;231;2012.44226074219;231;0.0;231;1985.111328125;231;1967.8818359375;231;1984.12243652344;231;1983.50695800781;231;0.0;231;3190.68481445313;231;3213.54174804688;231;3183.38549804688;231;3159.72216796875;231;0.0;231;3204.1103515625;231;3195.3125;231;3205.31567382813;231;3227.71997070313;231;0.0;231;3197.35498046875;231;3184.89575195313;231;3195.12231445313;231;3159.72216796875;231;0.0;231;3599.6376953125;231;3621.52783203125;231;3591.5595703125;231;3564.81494140625;231;0.0;231;3570.49340820313;231;3562.5;231;3571.369140625;231;3599.537109375;231;0.0;231;3600.69091796875;231;3588.54174804688;231;3597.91040039063;231;3564.81494140625;231;0.0;231;3951.75268554688;231;3980.90283203125;231;3944.40747070313;231;3913.48388671875;231;0.0;231;4002.49243164063;231;4008.68041992188;231;4013.1884765625;231;4032.11791992188;231;0.0;231;4005.09814453125;231;3990.45141601563;231;4383.17333984375;231;3913.48388671875;231;0.0;231;4809.00439453125;231;4843.75;231;4795.755859375;231;4764.17822265625;231;0.0;231;4824.19091796875;231;4816.84033203125;231;4810.46875;231;5065.1044921875;231;0.0;231;4811.31201171875;231;4802.08349609375;231;5162.66064453125;231;4764.17822265625;231;0.0
232;190.323913574219;232;189.236099243164;232;190.343948364258;232;185.185180664063;232;0.0;232;160.037017822266;232;151.04167175293;232;160.643188476563;232;166.377319335938;232;0.0;232;192.461532592773;232;176.215270996094;232;192.868728637695;232;185.185180664063;232;0.0;232;802.480224609375;232;798.611083984375;232;801.108276367188;232;808.738403320313;232;0.0;232;777.438903808594;232;764.756958007813;232;778.683227539063;232;895.544006347656;232;0.0;232;773.026672363281;232;750.0;232;773.161193847656;232;808.738403320313;232;0.0;232;2005.19384765625;232;2017.36108398438;232;2000.39477539063;232;1983.50695800781;232;0.0;232;1994.98840332031;232;1986.11108398438;232;1996.40026855469;232;2012.44226074219;232;0.0;232;1985.27160644531;232;1967.8818359375;232;1984.3310546875;232;1983.50695800781;232;0.0;232;3190.81884765625;232;3213.54174804688;232;3183.66137695313;232;3159.72216796875;232;0.0;232;3203.45556640625;232;3196.1806640625;232;3205.36962890625;232;3229.16650390625;232;0.0;232;3197.82934570313;232;3184.89575195313;232;3195.66186523438;232;3159.72216796875;232;0.0;232;3599.74267578125;232;3621.52783203125;232;3591.84228515625;232;3563.36791992188;232;0.0;232;3570.12255859375;232;3561.63208007813;232;3573.53857421875;232;3598.09033203125;232;0.0;232;3600.82446289063;232;3587.673828125;232;3597.681640625;232;3563.36791992188;232;0.0;232;3952.21362304688;232;3981.77075195313;232;3944.62915039063;232;3910.59033203125;232;0.0;232;4015.296875;232;4010.41674804688;232;4014.80297851563;232;4039.35205078125;232;0.0;232;4005.91528320313;232;3998.26391601563;232;4384.83935546875;232;3910.59033203125;232;0.0;232;4809.4453125;232;4842.8818359375;232;4795.96533203125;232;4759.837890625;232;0.0;232;4823.47314453125;232;4817.70849609375;232;4809.42236328125;232;5063.6572265625;232;0.0;232;4811.65576171875;232;4802.08349609375;232;5165.20947265625;232;4759.837890625;232;0.0
233;190.311721801758;233;189.236099243164;233;190.342239379883;233;185.185180664063;233;0.0;233;160.021057128906;233;151.04167175293;233;160.635299682617;233;166.377319335938;233;0.0;233;192.490951538086;233;177.08332824707;233;192.932388305664;233;185.185180664063;233;0.0;233;802.391479492188;233;799.479187011719;233;800.950805664063;233;795.717590332031;233;0.0;233;777.271362304688;233;763.888916015625;233;778.400024414063;233;788.483764648438;233;0.0;233;772.885192871094;233;750.0;233;772.948669433594;233;795.717590332031;233;0.0;233;2005.11706542969;233;2018.22924804688;233;2000.98059082031;233;1986.40051269531;233;0.0;233;1995.3720703125;233;1986.11108398438;233;1996.56811523438;233;2050.05786132813;233;0.0;233;1985.21752929688;233;1968.75;233;1984.07153320313;233;1986.40051269531;233;0.0;233;3191.39453125;233;3213.54174804688;233;3184.22534179688;233;3161.1689453125;233;0.0;233;3204.09204101563;233;3197.04858398438;233;3205.14306640625;233;3242.1875;233;0.0;233;3197.72778320313;233;3184.02783203125;233;3195.16015625;233;3161.1689453125;233;0.0;233;3599.58154296875;233;3620.65966796875;233;3591.17553710938;233;3563.36791992188;233;0.0;233;3569.29418945313;233;3560.763671875;233;3573.53857421875;233;3598.09033203125;233;0.0;233;3600.595703125;233;3587.673828125;233;3597.681640625;233;3563.36791992188;233;0.0;233;3950.94677734375;233;3981.77075195313;233;3942.79272460938;233;3910.59033203125;233;0.0;233;4016.65771484375;233;4008.68041992188;233;4014.86645507813;233;4039.35205078125;233;0.0;233;4006.2216796875;233;3997.39575195313;233;4385.00390625;233;3910.59033203125;233;0.0;233;4809.119140625;233;4842.8818359375;233;4795.47216796875;233;4759.837890625;233;0.0;233;4823.6875;233;4816.84033203125;233;4810.54736328125;233;5063.6572265625;233;0.0;233;4811.72265625;233;4800.34716796875;233;5167.87890625;233;4759.837890625;233;0.0
234;190.315765380859;234;189.236099243164;234;190.372894287109;234;185.185180664063;234;0.0;234;160.093078613281;234;151.04167175293;234;194.13720703125;234;166.377319335938;234;0.0;234;197.635604858398;234;177.08332824707;234;199.888092041016;234;185.185180664063;234;0.0;234;802.461486816406;234;798.611083984375;234;801.112365722656;234;795.717590332031;234;0.0;234;777.37841796875;234;764.756958007813;234;778.684143066406;234;788.483764648438;234;0.0;234;772.781372070313;234;750.0;234;772.904724121094;234;795.717590332031;234;0.0;234;2005.11706542969;234;2018.22924804688;234;2000.53833007813;234;1986.40051269531;234;0.0;234;1995.3720703125;234;1986.11108398438;234;1996.76550292969;234;2050.05786132813;234;0.0;234;1985.22680664063;234;1968.75;234;1984.376953125;234;1986.40051269531;234;0.0;234;3191.6513671875;234;3213.54174804688;234;3184.09619140625;234;3161.1689453125;234;0.0;234;3204.03564453125;234;3196.1806640625;234;3204.73706054688;234;3249.42138671875;234;0.0;234;3196.6875;234;3184.02783203125;234;3194.60888671875;234;3161.1689453125;234;0.0;234;3598.08911132813;234;3621.52783203125;234;3590.22900390625;234;3563.36791992188;234;0.0;234;3570.09008789063;234;3561.63208007813;234;3572.10278320313;234;3598.09033203125;234;0.0;234;3599.29028320313;234;3586.80541992188;234;3596.26733398438;234;3563.36791992188;234;0.0;234;3953.95825195313;234;3980.90283203125;234;3946.3857421875;234;3914.93041992188;234;0.0;234;4012.79956054688;234;4006.076171875;234;4017.40991210938;234;4046.58544921875;234;0.0;234;4006.2216796875;234;3994.79174804688;234;4386.2666015625;234;3914.93041992188;234;0.0;234;4807.98681640625;234;4843.75;234;4793.42822265625;234;4761.28466796875;234;0.0;234;4822.50634765625;234;4815.97216796875;234;4810.3798828125;234;5063.6572265625;234;0.0;234;4810.2109375;234;4800.34716796875;234;5167.783203125;234;4761.28466796875;234;0.0
235;190.347595214844;235;189.236099243164;235;190.342681884766;235;185.185180664063;235;0.0;235;160.059967041016;235;151.04167175293;235;213.635177612305;235;166.377319335938;235;0.0;235;204.650924682617;235;176.215270996094;235;205.09407043457;235;185.185180664063;235;0.0;235;802.606872558594;235;799.479187011719;235;801.214294433594;235;792.824096679688;235;0.0;235;777.59521484375;235;764.756958007813;235;778.916259765625;235;788.483764648438;235;0.0;235;773.157897949219;235;750.0;235;773.319458007813;235;792.824096679688;235;0.0;235;2006.32299804688;235;2017.36108398438;235;2001.7607421875;235;2086.22680664063;235;0.0;235;1995.494140625;235;1986.11108398438;235;1997.11413574219;235;2013.88891601563;235;0.0;235;1985.95275878906;235;1968.75;235;1984.86181640625;235;2086.22680664063;235;0.0;235;3191.533203125;235;3212.673828125;235;3184.60791015625;235;3161.1689453125;235;0.0;235;3204.04541015625;235;3195.3125;235;3204.74462890625;235;3249.42138671875;235;0.0;235;3196.9150390625;235;3184.89575195313;235;3195.10034179688;235;3161.1689453125;235;0.0;235;3597.56762695313;235;3621.52783203125;235;3590.1923828125;235;3561.92138671875;235;0.0;235;3571.236328125;235;3563.36791992188;235;3572.10278320313;235;3598.09033203125;235;0.0;235;3598.44262695313;235;3585.9375;235;3596.26733398438;235;3561.92138671875;235;0.0;235;3955.42626953125;235;3981.77075195313;235;3947.64184570313;235;3914.93041992188;235;0.0;235;4013.79736328125;235;4006.076171875;235;4028.93676757813;235;4046.58544921875;235;0.0;235;4013.20556640625;235;3994.79174804688;235;4391.83447265625;235;3914.93041992188;235;0.0;235;4807.8125;235;4844.6181640625;235;4794.9619140625;235;4759.837890625;235;0.0;235;4822.1064453125;235;4815.97216796875;235;4810.3798828125;235;5063.6572265625;235;0.0;235;4810.1806640625;235;4801.21533203125;235;5167.783203125;235;4759.837890625;235;0.0
236;190.351959228516;236;190.972229003906;236;190.354721069336;236;185.185180664063;236;0.0;236;160.103469848633;236;151.04167175293;236;213.667053222656;236;166.377319335938;236;0.0;236;204.880935668945;236;177.951385498047;236;205.272735595703;236;185.185180664063;236;0.0;236;802.695251464844;236;798.611083984375;236;801.211730957031;236;792.824096679688;236;0.0;236;777.522399902344;236;764.756958007813;236;778.934509277344;236;788.483764648438;236;0.0;236;773.253295898438;236;750.0;236;773.399108886719;236;792.824096679688;236;0.0;236;2006.32299804688;236;2018.22924804688;236;2001.7607421875;236;2086.22680664063;236;0.0;236;1995.44177246094;236;1986.11108398438;236;1997.12719726563;236;2015.33569335938;236;0.0;236;1985.87866210938;236;1967.8818359375;236;1985.12280273438;236;2086.22680664063;236;0.0;236;3192.15771484375;236;3210.9375;236;3184.73852539063;236;3155.38208007813;236;0.0;236;3203.75146484375;236;3196.1806640625;236;3205.4990234375;236;3227.71997070313;236;0.0;236;3198.21655273438;236;3184.02783203125;236;3196.06665039063;236;3155.38208007813;236;0.0;236;3597.80249023438;236;3619.79174804688;236;3589.759765625;236;3563.36791992188;236;0.0;236;3570.9365234375;236;3562.5;236;3570.95825195313;236;3598.09033203125;236;0.0;236;3597.83544921875;236;3585.9375;236;3594.88989257813;236;3563.36791992188;236;0.0;236;3952.64331054688;236;3993.0556640625;236;3944.12768554688;236;3914.93041992188;236;0.0;236;4013.8994140625;236;4006.076171875;236;4033.06811523438;236;4045.13891601563;236;0.0;236;4013.20556640625;236;3993.92358398438;236;4393.0849609375;236;3914.93041992188;236;0.0;236;4808.82177734375;236;4844.6181640625;236;4794.49462890625;236;4762.7314453125;236;0.0;236;4822.68115234375;236;4815.97216796875;236;4799.08935546875;236;5062.21044921875;236;0.0;236;4786.2783203125;236;4799.47900390625;236;5137.2490234375;236;4762.7314453125;236;0.0
237;190.328735351563;237;202.256958007813;237;190.341827392578;237;183.738433837891;237;0.0;237;185.903305053711;237;206.597213745117;237;213.629653930664;237;166.377319335938;237;0.0;237;204.790878295898;237;190.104156494141;237;205.188415527344;237;183.738433837891;237;0.0;237;802.626098632813;237;799.479187011719;237;801.266784667969;237;813.078735351563;237;0.0;237;777.621337890625;237;764.756958007813;237;779.119018554688;237;789.930541992188;237;0.0;237;773.62841796875;237;750.0;237;773.751159667969;237;813.078735351563;237;0.0;237;2006.03918457031;237;2019.09716796875;237;2001.2294921875;237;1986.40051269531;237;0.0;237;1995.59753417969;237;1987.84716796875;237;1997.03662109375;237;2013.88891601563;237;0.0;237;1986.10778808594;237;1968.75;237;1985.14038085938;237;1986.40051269531;237;0.0;237;3191.84814453125;237;3212.673828125;237;3184.53344726563;237;3159.72216796875;237;0.0;237;3203.16259765625;237;3196.1806640625;237;3205.44213867188;237;3227.71997070313;237;0.0;237;3198.6630859375;237;3183.15991210938;237;3196.4658203125;237;3159.72216796875;237;0.0;237;3597.83813476563;237;3618.92358398438;237;3590.16064453125;237;3563.36791992188;237;0.0;237;3569.98046875;237;3561.63208007813;237;3571.08911132813;237;3598.09033203125;237;0.0;237;3599.26904296875;237;3585.06958007813;237;3597.12377929688;237;3563.36791992188;237;0.0;237;3954.45043945313;237;4024.3056640625;237;3946.4794921875;237;3914.93041992188;237;0.0;237;4013.8994140625;237;4018.22924804688;237;4032.65869140625;237;4045.13891601563;237;0.0;237;4013.12890625;237;4000.0;237;4393.47998046875;237;3914.93041992188;237;0.0;237;4809.02099609375;237;4843.75;237;4795.48486328125;237;4762.7314453125;237;0.0;237;4822.43896484375;237;4815.10400390625;237;4797.73193359375;237;5062.21044921875;237;0.0;237;4780.396484375;237;4801.21533203125;237;5133.7177734375;237;4762.7314453125;237;0.0
238;190.33854675293;238;201.388885498047;238;190.36637878418;238;183.738433837891;238;0.0;238;212.60823059082;238;206.597213745117;238;213.634490966797;238;167.824066162109;238;0.0;238;204.884155273438;238;190.104156494141;238;205.283020019531;238;183.738433837891;238;0.0;238;802.483459472656;238;799.479187011719;238;801.264465332031;238;813.078735351563;238;0.0;238;777.787841796875;238;764.756958007813;238;778.9619140625;238;789.930541992188;238;0.0;238;773.518981933594;238;750.0;238;773.598693847656;238;813.078735351563;238;0.0;238;2005.57592773438;238;2019.09716796875;238;2001.14916992188;238;1986.40051269531;238;0.0;238;1996.02490234375;238;1986.97912597656;238;1997.31994628906;238;2015.33569335938;238;0.0;238;1985.70202636719;238;1969.6181640625;238;1984.6484375;238;1986.40051269531;238;0.0;238;3191.43896484375;238;3213.54174804688;238;3184.10473632813;238;3159.72216796875;238;0.0;238;3203.21752929688;238;3197.04858398438;238;3205.0546875;238;3227.71997070313;238;0.0;238;3198.6630859375;238;3185.763671875;238;3196.22485351563;238;3159.72216796875;238;0.0;238;3597.3349609375;238;3618.0556640625;238;3590.16064453125;238;3561.92138671875;238;0.0;238;3570.16259765625;238;3561.63208007813;238;3570.31591796875;238;3598.09033203125;238;0.0;238;3601.486328125;238;3584.201171875;238;3598.14282226563;238;3561.92138671875;238;0.0;238;3956.77734375;238;4033.85424804688;238;3946.93872070313;238;3936.63208007813;238;0.0;238;4031.64819335938;238;4024.3056640625;238;4032.83447265625;238;4052.37255859375;238;0.0;238;4013.46313476563;238;4001.73608398438;238;4392.55615234375;238;3936.63208007813;238;0.0;238;4809.8515625;238;4839.40966796875;238;4795.466796875;238;4762.7314453125;238;0.0;238;4822.33203125;238;4810.76416015625;238;4797.73193359375;238;5062.21044921875;238;0.0;238;4780.396484375;238;4791.66650390625;238;5133.7177734375;238;4762.7314453125;238;0.0
